,Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade,data,NM_LOCALIDADE,LAT,LONG,ALT
6608,317052 Urucuia,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,2,2.0,0,0.0,2018-05-01 00:01:00,URUCUIA,-16.1320910169931,-45.7370281843675,484.57662
6609,317090 Varzelândia,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-05-01 00:01:00,VARZELÂNDIA,-15.7088710522808,-44.027948143227,745.378327
6610,317120 Vespasiano,4,4,2004.76,1901.92,0.0,0.0,102.84,0.0,0,501.19,501.19,11,2.8,0,0.0,2018-05-01 00:01:00,VESPASIANO,-19.6930304397713,-43.9199151867378,679.027724
6611,317130 Viçosa,6,6,3211.46,3057.2,0.0,0.0,154.26,0.0,0,535.24,535.24,19,3.2,0,0.0,2018-05-01 00:01:00,VIÇOSA,-5.99185717473434,-37.9474090159692,205.492263
6612,317130 Viçosa,6,6,3211.46,3057.2,0.0,0.0,154.26,0.0,0,535.24,535.24,19,3.2,0,0.0,2018-05-01 00:01:00,VIÇOSA,-9.37705435448976,-36.2483932029197,248.606622
6613,317130 Viçosa,6,6,3211.46,3057.2,0.0,0.0,154.26,0.0,0,535.24,535.24,19,3.2,0,0.0,2018-05-01 00:01:00,VIÇOSA,-20.7520720070293,-42.8794773756709,691.612057
6614,317180 Virginópolis,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,10,5.0,0,0.0,2018-05-01 00:01:00,VIRGINÓPOLIS,-18.8251403925481,-42.7148044703271,730.443532
6615,320010 Afonso Cláudio,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-05-01 00:01:00,AFONSO CLÁUDIO,-20.0770400098969,-41.1254597171689,360.799057
6616,320040 Anchieta,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-05-01 00:01:00,ANCHIETA,-20.8056132241888,-40.6476589422027,5.713608
6617,320040 Anchieta,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-05-01 00:01:00,ANCHIETA,-26.5356808606572,-53.333270177229,700.527395
6618,320080 Baixo Guandu,1,1,519.19,493.48,0.0,0.0,25.71,0.0,0,519.19,519.19,5,5.0,0,0.0,2018-05-01 00:01:00,BAIXO GUANDU,-19.5142461286191,-41.0120677359012,78.900888
6619,320100 Boa Esperança,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,BOA ESPERANÇA,-21.0905310792112,-45.5644089307913,783.347969
6620,320100 Boa Esperança,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,BOA ESPERANÇA,-19.9471771835216,-49.190014603261,484.619778
6621,320100 Boa Esperança,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,BOA ESPERANÇA,-18.5387151622041,-40.3029556431013,135.754793
6622,320100 Boa Esperança,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,BOA ESPERANÇA,-24.2394931592462,-52.7927774592961,522.567629
6623,320120 Cachoeiro de Itapemirim,12,12,10697.84,8241.0,0.0,0.0,2456.84,0.0,0,891.49,891.49,36,3.0,0,0.0,2018-05-01 00:01:00,CACHOEIRO DE ITAPEMIRIM,-20.8501123496921,-41.1119188104426,35.668402
6624,320140 Castelo,4,4,1980.76,1877.92,0.0,0.0,102.84,0.0,0,495.19,495.19,8,2.0,0,0.0,2018-05-01 00:01:00,CASTELO,-20.602065086052,-41.2022127039763,108.80458
6625,320190 Domingos Martins,3,3,1909.45,1805.23,0.0,0.0,104.22,0.0,0,636.48,636.48,22,7.3,0,0.0,2018-05-01 00:01:00,DOMINGOS MARTINS,-20.3642385223786,-40.6593963545811,519.664499
6626,320230 Guaçuí,1,1,180.63,169.75,0.0,0.0,10.88,0.0,0,180.63,180.63,2,2.0,0,0.0,2018-05-01 00:01:00,GUAÇUÍ,-20.7753378052849,-41.6794962927473,596.716833
6627,320240 Guarapari,9,9,4604.64,4361.64,0.0,0.0,243.0,0.0,0,511.63,511.63,25,2.8,0,0.0,2018-05-01 00:01:00,GUARAPARI,-20.6659745796442,-40.4950210194579,17.638624
6628,320245 Ibatiba,8,8,4101.22,3895.54,0.0,0.0,205.68,0.0,0,512.65,512.65,17,2.1,0,0.0,2018-05-01 00:01:00,IBATIBA,-20.2340203462858,-41.507207999498,744.947347
6629,320300 Iúna,15,15,7411.85,7026.2,0.0,0.0,385.65,0.0,0,494.12,494.12,31,2.1,0,0.0,2018-05-01 00:01:00,IÚNA,-20.3485995137779,-41.5328886935213,683.118778
6630,320313 João Neiva,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,7,2.3,0,0.0,2018-05-01 00:01:00,JOÃO NEIVA,-19.7529585988572,-40.3808804853376,69.682624
6631,320320 Linhares,3,3,1672.15,1583.41,0.0,0.0,88.74,0.0,0,557.38,557.38,19,6.3,0,0.0,2018-05-01 00:01:00,LINHARES,-19.3981059344649,-40.0653057986955,29.167078
6632,320340 Mimoso do Sul,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-05-01 00:01:00,MIMOSO DO SUL,-21.0653735081717,-41.3644252658845,73.069157
6633,320350 Montanha,7,7,3458.33,3278.36,0.0,0.0,179.97,0.0,0,494.05,494.05,24,3.4,0,0.0,2018-05-01 00:01:00,MONTANHA,-18.1268566471782,-40.3634208795715,191.006822
6634,320360 Mucurici,7,7,3354.33,3174.36,0.0,0.0,179.97,0.0,0,479.19,479.19,8,1.1,0,0.0,2018-05-01 00:01:00,MUCURICI,-18.097236379572,-40.5179268365101,216.341304
6635,320390 Nova Venécia,3,3,1553.63,1472.63,0.0,0.0,81.0,0.0,0,517.88,517.88,12,4.0,0,0.0,2018-05-01 00:01:00,NOVA VENÉCIA,-18.7129060016259,-40.401547877017,71.612102
6636,320405 Pedro Canário,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-05-01 00:01:00,PEDRO CANÁRIO,-18.2971915038956,-39.9549369518726,61.109801
6637,320410 Pinheiros,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-05-01 00:01:00,PINHEIROS,-18.413323343618,-40.2177280801912,124.364231
6638,320455 Santa Maria de Jetibá,3,3,1446.91,1369.78,0.0,0.0,77.13,0.0,0,482.3,482.3,9,3.0,0,0.0,2018-05-01 00:01:00,SANTA MARIA DE JETIBÁ,-20.0288140581884,-40.7416178006497,705.0296
6639,320480 São José do Calçado,1,1,519.19,493.48,0.0,0.0,25.71,0.0,0,519.19,519.19,5,5.0,0,0.0,2018-05-01 00:01:00,SÃO JOSÉ DO CALÇADO,-21.0261302467275,-41.6560878498074,308.350948
6640,320490 São Mateus,10,10,5542.65,5201.95,0.0,0.0,340.7,0.0,0,554.26,554.26,40,4.0,0,0.0,2018-05-01 00:01:00,SÃO MATEUS,-18.7184469678596,-39.8582005956105,33.206081
6641,320500 Serra,1,1,1450.78,1332.19,0.0,0.0,118.59,0.0,0,1450.78,1450.78,29,29.0,0,0.0,2018-05-01 00:01:00,SERRA,-3.71013402102859,-45.5674340570583,30.412001
6642,320500 Serra,1,1,1450.78,1332.19,0.0,0.0,118.59,0.0,0,1450.78,1450.78,29,29.0,0,0.0,2018-05-01 00:01:00,SERRA,-20.1567698424317,-40.2752170367085,49.603521
6643,320506 Venda Nova do Imigrante,2,2,558.46,521.13,0.0,0.0,37.33,0.0,0,279.23,279.23,3,1.5,0,0.0,2018-05-01 00:01:00,VENDA NOVA DO IMIGRANTE,-20.3315181774343,-41.1290532110882,731.469101
6644,320520 Vila Velha,43,43,21662.73,20533.98,0.0,0.0,1128.75,0.0,0,503.78,503.78,107,2.5,0,0.0,2018-05-01 00:01:00,VILA VELHA,-20.3383741042139,-40.2939566369471,3.141492
6645,320530 Vitória,14,14,14477.91,13184.76,0.0,0.0,1293.15,0.0,0,1034.14,1034.14,145,10.4,0,0.0,2018-05-01 00:01:00,VITÓRIA,-20.3201537928533,-40.3222087267266,0.0
6646,330023 Armação dos Búzios,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-05-01 00:01:00,ARMAÇÃO DOS BÚZIOS,-22.7577637929238,-41.8877494680881,10.96626
6647,330040 Barra Mansa,2,2,983.78,932.36,0.0,0.0,51.42,0.0,0,491.89,491.89,8,4.0,0,0.0,2018-05-01 00:01:00,BARRA MANSA,-22.5453011339305,-44.1724313736866,391.816876
6648,330045 Belford Roxo,12,12,6361.38,6052.86,0.0,0.0,308.52,0.0,0,530.11,530.11,24,2.0,0,0.0,2018-05-01 00:01:00,BELFORD ROXO,-22.7645559675461,-43.3996249708152,17.904347
6649,330050 Bom Jardim,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-05-01 00:01:00,BOM JARDIM,-3.54416097785572,-45.6018893890511,39.171601
6650,330050 Bom Jardim,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-05-01 00:01:00,BOM JARDIM,-7.79951218074002,-35.5871395022878,314.187503
6651,330050 Bom Jardim,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-05-01 00:01:00,BOM JARDIM,-22.1533052283079,-42.4172114822868,590.701385
6652,330060 Bom Jesus do Itabapoana,2,2,990.38,938.96,0.0,0.0,51.42,0.0,0,495.19,495.19,8,4.0,0,0.0,2018-05-01 00:01:00,BOM JESUS DO ITABAPOANA,-21.1344974418774,-41.6776797949817,90.708256
6653,330070 Cabo Frio,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-05-01 00:01:00,CABO FRIO,-22.880764667133,-42.0200748019026,10.903366
6654,330110 Cantagalo,4,4,1996.76,1893.92,0.0,0.0,102.84,0.0,0,499.19,499.19,10,2.5,0,0.0,2018-05-01 00:01:00,CANTAGALO,-18.5317179062502,-42.6257272921885,686.203611
6655,330110 Cantagalo,4,4,1996.76,1893.92,0.0,0.0,102.84,0.0,0,499.19,499.19,10,2.5,0,0.0,2018-05-01 00:01:00,CANTAGALO,-21.9818398587921,-42.365977599021,401.224076
6656,330110 Cantagalo,4,4,1996.76,1893.92,0.0,0.0,102.84,0.0,0,499.19,499.19,10,2.5,0,0.0,2018-05-01 00:01:00,CANTAGALO,-25.3743173860408,-52.1266876349423,837.344691
6657,330120 Carmo,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-05-01 00:01:00,CARMO,-21.9293117801394,-42.6097176406817,347.666941
6658,330150 Cordeiro,4,4,1980.76,1877.92,0.0,0.0,102.84,0.0,0,495.19,495.19,8,2.0,0,0.0,2018-05-01 00:01:00,CORDEIRO,-22.0277765631233,-42.3630305379077,495.674296
6659,330170 Duque de Caxias,9,9,6003.56,5533.62,0.0,0.0,469.94,0.0,0,667.06,667.06,45,5.0,0,0.0,2018-05-01 00:01:00,DUQUE DE CAXIAS,-17.5082686202454,-39.8463640815912,134.482906
6660,330170 Duque de Caxias,9,9,6003.56,5533.62,0.0,0.0,469.94,0.0,0,667.06,667.06,45,5.0,0,0.0,2018-05-01 00:01:00,DUQUE DE CAXIAS,-22.7852532496542,-43.3098880717226,11.0
6661,330185 Guapimirim,1,1,498.21,472.5,0.0,0.0,25.71,0.0,0,498.21,498.21,1,1.0,0,0.0,2018-05-01 00:01:00,GUAPIMIRIM,-22.5195957941239,-42.9783297043207,37.997981
6662,330190 Itaboraí,1,1,699.02,673.31,0.0,0.0,25.71,0.0,0,699.02,699.02,3,3.0,0,0.0,2018-05-01 00:01:00,ITABORAÍ,-22.7458630174263,-42.8603434261964,41.122887
6663,330200 Itaguaí,2,2,1022.38,970.96,0.0,0.0,51.42,0.0,0,511.19,511.19,10,5.0,0,0.0,2018-05-01 00:01:00,ITAGUAÍ,-22.871250768422,-43.7750406349418,7.625956
6664,330220 Itaperuna,1,1,759.35,720.79,0.0,0.0,38.56,0.0,0,759.35,759.35,1,1.0,0,0.0,2018-05-01 00:01:00,ITAPERUNA,-21.2105910847538,-41.8862031766506,115.315157
6665,330240 Macaé,3,3,1550.26,1473.13,0.0,0.0,77.13,0.0,0,516.75,516.75,10,3.3,0,0.0,2018-05-01 00:01:00,MACAÉ,-22.368704974385,-41.775064285476,7.462816
6666,330250 Magé,2,2,542.46,505.13,0.0,0.0,37.33,0.0,0,271.23,271.23,5,2.5,0,0.0,2018-05-01 00:01:00,MAGÉ,-22.6543487574334,-43.0402461327151,7.870664
6667,330260 Mangaratiba,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,6,6.0,0,0.0,2018-05-01 00:01:00,MANGARATIBA,-22.9617119412403,-44.0411265453576,6.891109
6668,330270 Maricá,3,3,1493.57,1416.44,0.0,0.0,77.13,0.0,0,497.86,497.86,7,2.3,0,0.0,2018-05-01 00:01:00,MARICÁ,-22.916955337401,-42.819824114827,7.515839
6669,330290 Miguel Pereira,7,7,3722.71,3531.13,0.0,0.0,191.58,0.0,0,531.82,531.82,29,4.1,0,0.0,2018-05-01 00:01:00,MIGUEL PEREIRA,-22.4554266084252,-43.4746761214594,644.403751
6670,330330 Niterói,7,7,5135.36,4869.16,0.0,0.0,266.2,0.0,0,733.62,733.62,29,4.1,0,0.0,2018-05-01 00:01:00,NITERÓI,-9.76317330936048,-37.4339975551979,25.87901
6671,330330 Niterói,7,7,5135.36,4869.16,0.0,0.0,266.2,0.0,0,733.62,733.62,29,4.1,0,0.0,2018-05-01 00:01:00,NITERÓI,-22.8964523851273,-43.0758231672735,117.78365
6672,330340 Nova Friburgo,5,5,3773.9,3581.1,0.0,0.0,192.8,0.0,0,754.78,754.78,19,3.8,0,0.0,2018-05-01 00:01:00,NOVA FRIBURGO,-22.2864614591961,-42.5327712629633,856.34728
6673,330390 Petrópolis,6,6,3131.34,2977.08,0.0,0.0,154.26,0.0,0,521.89,521.89,29,4.8,0,0.0,2018-05-01 00:01:00,PETRÓPOLIS,-22.5105986119618,-43.177336576675,829.429386
6674,330412 Quatis,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-05-01 00:01:00,QUATIS,-22.409918661677,-44.2627113015842,406.136301
6675,330415 Quissamã,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,QUISSAMÃ,-22.1066401655146,-41.4725094000999,9.0302
6676,330420 Resende,3,3,1499.58,1422.45,0.0,0.0,77.13,0.0,0,499.86,499.86,9,3.0,0,0.0,2018-05-01 00:01:00,RESENDE,-22.4711835861228,-44.4436134229207,400.771136
6677,330450 Rio das Flores,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,13,6.5,0,0.0,2018-05-01 00:01:00,RIO DAS FLORES,-22.171862243836,-43.5764329481335,549.961025
6678,330452 Rio das Ostras,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,7,7.0,0,0.0,2018-05-01 00:01:00,RIO DAS OSTRAS,-22.523941185805,-41.9369671271608,8.977104
6679,330455 Rio de Janeiro,60,60,47521.93,43620.63,0.0,0.0,3901.3,0.0,0,792.03,792.03,280,4.7,1,1.67,2018-05-01 00:01:00,RIO DE JANEIRO,-22.8766521181865,-43.2278751249952,11.804057
6680,330490 São Gonçalo,4,4,1932.76,1829.92,0.0,0.0,102.84,0.0,0,483.19,483.19,8,2.0,0,0.0,2018-05-01 00:01:00,SÃO GONÇALO,-6.83938572994991,-38.3121776383709,239.446181
6681,330490 São Gonçalo,4,4,1932.76,1829.92,0.0,0.0,102.84,0.0,0,483.19,483.19,8,2.0,0,0.0,2018-05-01 00:01:00,SÃO GONÇALO,-22.8295473130261,-43.0323350619648,26.36666
6682,330515 São José do Vale do Rio Preto,1,1,55.27,43.65,0.0,0.0,11.62,0.0,0,55.27,55.27,1,1.0,0,0.0,2018-05-01 00:01:00,SÃO JOSÉ DO VALE DO RIO PRETO,-22.1497395104903,-42.9233683013341,610.999696
6683,330530 São Sebastião do Alto,2,2,966.38,914.96,0.0,0.0,51.42,0.0,0,483.19,483.19,2,1.0,0,0.0,2018-05-01 00:01:00,SÃO SEBASTIÃO DO ALTO,-21.9544634108549,-42.1302196784864,614.78664
6684,330550 Saquarema,1,1,63.27,51.65,0.0,0.0,11.62,0.0,0,63.27,63.27,2,2.0,0,0.0,2018-05-01 00:01:00,SAQUAREMA,-22.9311274159959,-42.4966940500338,5.727573
6685,330580 Teresópolis,4,4,5070.12,4657.53,0.0,0.0,412.59,0.0,0,1267.53,1267.53,18,4.5,1,25.0,2018-05-01 00:01:00,TERESÓPOLIS,-22.4090049455632,-42.9629567139024,931.835337
6686,330610 Valença,3,3,1628.43,1539.69,0.0,0.0,88.74,0.0,0,542.81,542.81,23,7.7,0,0.0,2018-05-01 00:01:00,VALENÇA,-13.370341506502,-39.0723502471979,12.225215
6687,330610 Valença,3,3,1628.43,1539.69,0.0,0.0,88.74,0.0,0,542.81,542.81,23,7.7,0,0.0,2018-05-01 00:01:00,VALENÇA,-22.2447194311794,-43.7048436783271,550.859022
6688,330620 Vassouras,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,VASSOURAS,-22.4090075730264,-43.6638740245132,436.12343
6689,330630 Volta Redonda,13,13,6553.92,6219.69,0.0,0.0,334.23,0.0,0,504.15,504.15,35,2.7,0,0.0,2018-05-01 00:01:00,VOLTA REDONDA,-22.5099676007978,-44.0935218846871,377.256673
6690,350010 Adamantina,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,ADAMANTINA,-21.68831148,-51.0733647495818,451.118802
6691,350160 Americana,6,6,3079.14,2924.88,0.0,0.0,154.26,0.0,0,513.19,513.19,15,2.5,0,0.0,2018-05-01 00:01:00,AMERICANA,-22.7408835,-47.3303629263814,550.365785
6692,350170 Américo Brasiliense,1,1,968.93,875.42,0.0,0.0,93.51,0.0,0,968.93,968.93,2,2.0,0,0.0,2018-05-01 00:01:00,AMÉRICO BRASILIENSE,-21.7300365,-48.1066045618439,730.216185
6693,350190 Amparo,4,4,2019.56,1912.85,0.0,0.0,106.71,0.0,0,504.89,504.89,16,4.0,0,0.0,2018-05-01 00:01:00,AMPARO,-7.5672115216128,-37.0647752481212,622.126041
6694,350190 Amparo,4,4,2019.56,1912.85,0.0,0.0,106.71,0.0,0,504.89,504.89,16,4.0,0,0.0,2018-05-01 00:01:00,AMPARO,-22.6993886263407,-46.7650856904637,673.429817
6695,350280 Araçatuba,4,4,3071.13,2916.89,0.0,0.0,154.24,0.0,0,767.78,767.78,14,3.5,0,0.0,2018-05-01 00:01:00,ARAÇATUBA,-21.205476,-50.4392260727526,403.101822
6696,350320 Araraquara,1,1,866.96,828.4,0.0,0.0,38.56,0.0,0,866.96,866.96,6,6.0,0,0.0,2018-05-01 00:01:00,ARARAQUARA,-21.7903595,-48.1744399375437,673.072594
6697,350330 Araras,1,1,612.75,575.43,0.0,0.0,37.32,0.0,0,612.75,612.75,9,9.0,0,0.0,2018-05-01 00:01:00,ARARAS,-22.3570865196587,-47.3858295274694,635.498215
6698,350410 Atibaia,4,4,2004.76,1901.92,0.0,0.0,102.84,0.0,0,501.19,501.19,14,3.5,0,0.0,2018-05-01 00:01:00,ATIBAIA,-23.116308,-46.5550625006743,807.988014
6699,350520 Bariri,3,3,1485.57,1408.44,0.0,0.0,77.13,0.0,0,495.19,495.19,6,2.0,0,0.0,2018-05-01 00:01:00,BARIRI,-22.071978,-48.7415247712398,435.446426
6700,350570 Barueri,22,22,11079.03,10509.54,0.0,0.0,569.49,0.0,0,503.59,503.59,56,2.5,0,0.0,2018-05-01 00:01:00,BARUERI,-23.508902,-46.8746528865305,741.565079
6701,350590 Batatais,2,2,982.38,930.96,0.0,0.0,51.42,0.0,0,491.19,491.19,3,1.5,0,0.0,2018-05-01 00:01:00,BATATAIS,-20.8919295,-47.5861067268683,865.736701
6702,350600 Bauru,17,17,9544.43,8997.68,0.0,0.0,546.75,0.0,0,561.44,561.44,47,2.8,1,5.88,2018-05-01 00:01:00,BAURU,-22.3251225,-49.0830008670904,510.088466
6703,350630 Bernardino de Campos,2,2,966.38,914.96,0.0,0.0,51.42,0.0,0,483.19,483.19,4,2.0,0,0.0,2018-05-01 00:01:00,BERNARDINO DE CAMPOS,-23.0135530040032,-49.4740434846817,698.077812
6704,350635 Bertioga,2,2,978.44,923.15,0.0,0.0,55.29,0.0,0,489.22,489.22,13,6.5,0,0.0,2018-05-01 00:01:00,BERTIOGA,-23.8540145,-46.1365383351346,7.719907
6705,350740 Borborema,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-05-01 00:01:00,BORBOREMA,-6.80430588310093,-35.5993759656005,340.640622
6706,350740 Borborema,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-05-01 00:01:00,BORBOREMA,-21.6215379942474,-49.072640247934,414.405682
6707,350750 Botucatu,35,35,36155.83,33594.68,0.0,0.0,2561.15,0.0,0,1033.02,1033.02,115,3.3,0,0.0,2018-05-01 00:01:00,BOTUCATU,-22.8883815,-48.4412893843504,818.475551
6708,350760 Bragança Paulista,5,5,4036.53,3843.73,0.0,0.0,192.8,0.0,0,807.31,807.31,17,3.4,0,0.0,2018-05-01 00:01:00,BRAGANÇA PAULISTA,-22.9568955,-46.5423333739798,865.334635
6709,350810 Buritama,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,6,2.0,0,0.0,2018-05-01 00:01:00,BURITAMA,-21.0670395669022,-50.1492812527853,399.172299
6710,350840 Cabreúva,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-05-01 00:01:00,CABREÚVA,-23.3126743947758,-47.1336583734349,656.603099
6711,350850 Caçapava,3,3,3932.27,3516.14,0.0,0.0,416.13,0.0,0,1310.76,1310.76,11,3.7,1,33.33,2018-05-01 00:01:00,CAÇAPAVA,-23.100663752709,-45.7077303650875,562.242759
6712,350950 Campinas,38,38,32160.79,29999.8,0.0,0.0,2160.99,0.0,0,846.34,846.34,145,3.8,0,0.0,2018-05-01 00:01:00,CAMPINAS,-22.9073425,-47.0601562729732,688.987137
6713,350960 Campo Limpo Paulista,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-05-01 00:01:00,CAMPO LIMPO PAULISTA,-23.2093964295223,-46.7638192327891,765.878872
6714,351000 Cândido Mota,1,1,496.87,467.47,0.0,0.0,29.4,0.0,0,496.87,496.87,2,2.0,0,0.0,2018-05-01 00:01:00,CÂNDIDO MOTA,-22.7469255,-50.3883931717685,483.639689
6715,351020 Capão Bonito,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,CAPÃO BONITO,-24.00680097,-48.3514345179275,705.789981
6716,351050 Caraguatatuba,1,1,522.09,496.38,0.0,0.0,25.71,0.0,0,522.09,522.09,5,5.0,0,0.0,2018-05-01 00:01:00,CARAGUATATUBA,-23.6220065,-45.4108183822498,3.194618
6717,351060 Carapicuíba,5,5,5497.69,5005.06,0.0,0.0,492.63,0.0,0,1099.54,1099.54,47,9.4,0,0.0,2018-05-01 00:01:00,CARAPICUÍBA,-23.5352495,-46.8414454319096,785.34431
6718,351070 Cardoso,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,2,2.0,0,0.0,2018-05-01 00:01:00,CARDOSO,-20.0809915099979,-49.9149423028903,427.082041
6719,351100 Castilho,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,2,1.0,0,0.0,2018-05-01 00:01:00,CASTILHO,-20.8720265541211,-51.4894070558423,378.459881
6720,351110 Catanduva,3,3,1449.37,1351.48,0.0,0.0,97.89,0.0,0,483.12,483.12,9,3.0,0,0.0,2018-05-01 00:01:00,CATANDUVA,-21.1395385,-48.9758709390428,524.835559
6721,351160 Cesário Lange,4,4,1524.84,1436.09,0.0,0.0,88.75,0.0,0,381.21,381.21,6,1.5,0,0.0,2018-05-01 00:01:00,CESÁRIO LANGE,-23.2247318358775,-47.9521106553903,595.213336
6722,351300 Cotia,5,5,2068.03,1953.57,0.0,0.0,114.46,0.0,0,413.61,413.61,13,2.6,0,0.0,2018-05-01 00:01:00,COTIA,-23.603514,-46.9318463278886,850.248475
6723,351350 Cubatão,2,2,1791.04,1645.02,0.0,0.0,146.02,0.0,0,895.52,895.52,9,4.5,0,0.0,2018-05-01 00:01:00,CUBATÃO,-23.883839,-46.4200317682745,6.881146
6724,351370 Descalvado,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-05-01 00:01:00,DESCALVADO,-21.909083,-47.6206639718592,688.719501
6725,351380 Diadema,36,36,17868.61,16890.41,0.0,0.0,978.2,0.0,0,496.35,496.35,83,2.3,0,0.0,2018-05-01 00:01:00,DIADEMA,-23.689295,-46.623381393203,812.837505
6726,351440 Dracena,3,3,1493.57,1416.44,0.0,0.0,77.13,0.0,0,497.86,497.86,7,2.3,0,0.0,2018-05-01 00:01:00,DRACENA,-21.486137535,-51.5340496600627,414.177558
6727,351450 Duartina,10,10,4999.9,4742.8,0.0,0.0,257.1,0.0,0,499.99,499.99,33,3.3,0,0.0,2018-05-01 00:01:00,DUARTINA,-22.4148813758078,-49.405045410633,508.167107
6728,351518 Espírito Santo do Pinhal,2,2,1042.4,990.98,0.0,0.0,51.42,0.0,0,521.2,521.2,7,3.5,0,0.0,2018-05-01 00:01:00,ESPÍRITO SANTO DO PINHAL,-22.1970535,-46.7455142898696,877.591227
6729,351540 Fartura,2,2,1006.54,955.12,0.0,0.0,51.42,0.0,0,503.27,503.27,12,6.0,0,0.0,2018-05-01 00:01:00,FARTURA,-23.3889609139385,-49.5120533766983,505.451515
6730,351550 Fernandópolis,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,FERNANDÓPOLIS,-20.28238299,-50.2487484305834,538.778854
6731,351570 Ferraz de Vasconcelos,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,8,8.0,0,0.0,2018-05-01 00:01:00,FERRAZ DE VASCONCELOS,-23.5415445,-46.3665526715742,766.480602
6732,351620 Franca,11,11,8896.23,8448.85,0.0,0.0,447.38,0.0,0,808.75,808.75,43,3.9,0,0.0,2018-05-01 00:01:00,FRANCA,-20.536097,-47.4023316256775,996.072653
6733,351820 Guararapes,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-05-01 00:01:00,GUARARAPES,-21.253446495,-50.6426390482505,413.249123
